Year,Country,alpha_3,Region,Latitude,Longitude,Neuschnee
1941,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,120.0
1942,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,162.0
1943,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,61.0
1944,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,138.0
1945,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,118.0
1946,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,50.0
1947,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,143.0
1948,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,9.0
1949,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,51.0
1950,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,65.0
1951,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,48.0
1952,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,220.0
1953,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,114.0
1954,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,104.0
1955,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,89.0
1956,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,74.0
1957,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,57.0
1958,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,132.0
1959,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,60.0
1960,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,74.0
1961,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,49.0
1962,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,183.0
1963,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,102.0
1964,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,119.0
1965,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,177.0
1966,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,164.0
1967,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,75.0
1968,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,196.0
1969,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,185.0
1970,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,205.0
1971,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,59.0
1972,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,38.0
1973,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,156.0
1974,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,61.0
1975,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,78.0
1976,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,98.0
1977,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,102.0
1978,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,96.0
1979,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,167.0
1980,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,103.0
1981,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,137.0
1982,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,59.0
1983,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,64.0
1984,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,92.0
1985,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,152.0
1986,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,177.0
1987,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,92.0
1988,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,100.0
1989,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,7.0
1990,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,79.0
1991,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,44.0
1992,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,31.0
1993,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,43.0
1994,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,22.0
1995,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,112.0
1996,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,92.0
1997,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,31.0
1998,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,61.0
1999,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,190.0
2000,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,38.0
2001,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,67.0
2002,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,11.0
2003,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,75.0
2004,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,105.0
2005,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,133.0
2006,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,124.0
2007,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,59.0
2008,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,105.0
2009,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,87.0
2010,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,163.0
2011,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,29.0
2012,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,133.0
2013,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,118.0
2014,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,47.0
2015,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,62.0
2016,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,38.0
2017,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,50.0
2018,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,16.0
2019,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,35.0
